scopus_id,doi,title,journal,publication_year,keywords,abstract,llm_policy_claim
SCOPUS_ID:0026613837,10.1093/ije/21.1.82,"Perinatal mortality in Jeddah, Saudia Arabia",International Journal Of Epidemiology,1992,,"Milaat W A (Department of Community Medicine and Primary Health Care, The Medical School, King Abdulaziz University, Jeddah, Saudi Arabia) and Florey C du V. Perinatal mortality in Jeddeh, Saudi Arabia. International Journal of Epidemiology 1992; 21: 82-90.The objective of the study was to estimate the pennatal mortality rate and to detemiine the antenatal and intrapartum risk factors associated with perinatal mortality in Jeddah, Saudi Arabia. A hospital-based, case-control study was carried out in a 40-week period in 1987-1988 in Jeddah at the Maternal and Child Health Hospital (MCH). The subjects comprised 323 perinatal deaths and 488 controls.The perinatal mortality rate (PMR) for Jeddah showed a decline from 42.5 in Islamic Calendar Year 1393H (1973) and 49.5 in 1400H (1979-1980) to 31.4 per 1000 live and stillbirths in 1408H (1987-1988). The risk factors independently associated with perinatal death included low birth weight, complications during labour, ethnic origin and mother's age being 35 and over. In addition to lethal deformities, direct causes of pennatal death were related to low birthweight, mechanical causes, antepartum haemorrhage and neonatal infection. No antenatal care was received by 36.5% of both cases and controls.The high mortality and the failure to attend for antenatal care suggest a need for closer surveillance of women throughout their pregnancies and for improvements in both obstetric services and neonatal management. © 1992 International Epidemiological Association.",True
SCOPUS_ID:84886431585,10.1093/ije/dyt168,"Skin cancer as a marker of sun exposure associates with myocardial infarction, hip fracture and death from any cause",International Journal Of Epidemiology,2013,Hip fracture; Mortality; Myocardial infarction; Nationwide study; Skin cancer; Sun exposure,"Background Sun exposure is the single most important risk factor for skin cancer, but sun exposure may also have beneficial effects on health. We tested the hypothesis that individuals with skin cancer (non-melanoma skin cancer and cutaneous malignant melanoma) have less myocardial infarction, hip fracture and death from any cause, compared with general population controls. Methods We examined the entire Danish population above age 40 years from 1980 through 2006, comprising 4.4 million individuals. Diagnoses of non-melanoma skin cancer (n=129 206), cutaneous malignant melanoma (n=22107), myocardial infarction (n=327 856), hip fracture (n=129 419), and deaths from any cause (n=1 629 519) were drawn from national registries. Results In individuals with vs without non-melanoma skin cancer, multi factorially adjusted odds ratios were 0.96 (95% confidence interval: 0.94-0.98) for myocardial infarction and 1.15 (1.12-1.18) for hip fracture, and the multifactorially adjusted hazard ratio was 0.52 (0.52-0.53) for death from any cause. Risk of hip fracture was reduced (odds ratios were below 1.0) in individuals below age 90 years. In individuals with vs without cutaneous malignant melanoma, corresponding odds ratios were 0.79 (0.74-0.84) for myocardial infarction and 0.84 (0.76-0.93) for hip fracture, and the corresponding hazard ratio for death from any cause was 0.89 (0.87-0.91); however, cutaneous malignant melanoma was associated positively with death from any cause in some individuals. Conclusions In this nationwide study, having a diagnosis of skin cancer was associated with less myocardial infarction, less hip fracture in those below age 90 years and less death from any cause. Causal conclusions cannot be made from our data. A beneficial effect of sun exposure per se needs to be examined in other studies. © The Author 2013; all rights reserved.",False
SCOPUS_ID:84893865482,10.1016/j.amepre.2013.11.008,From the bench to public health: Population-level implementation intentions in colorectal cancer screening,American Journal Of Preventive Medicine,2014,,"Background Early detection of colorectal cancer (CRC) using fecal occult blood test (FOBT) reduces mortality, yet screening adherence remains low. Purpose Enhancing FOBT adherence in a field experiment, using Implementation Intentions (II) technique. Design Participants were randomly assigned to a standard care group or to II experimental group. Setting/participants A test kit was mailed to 29,833 HMO-insured members in two waves in 2011. Inclusion criteria: eligible persons aged 50-74 who underwent the test the year before. A sample of 2200 participants was interviewed over the telephone for possible cognitive and background moderators. Intervention Leaflet attached to the test kit containing an ""if-then"" condition and planning instructions of when, where, and how. Main outcome measure Test performance at 2 and 6 months following mailing of the test kit, retrieved from HMO's computerized database (2011-2012). Results Adherence in the experimental group ranged 1.2%-6.6% higher than in the control group. Within 6 months of kits' mailing, test uptake for the two waves was 71.4% and 67.9% for experiment and control, respectively (χ2=40.58, p=0.0001). The difference remained significant after controlling for age, gender, marital status, and wave (OR=1.17, 95% CI=1.11, 1.23, p<0.0001). Test performance was related to cognitive and background variables. No interaction was found among cognitive or background variables and the intervention. Conclusions II technique is useful in increasing adherence to CRC screening, even in a mailed form rather than a face-to-face experimental situation. Mailed II is an inexpensive and effective method, applicable for public health. © 2014 American Journal of Preventive Medicine.",True
SCOPUS_ID:84885847742,10.1016/j.ypmed.2013.06.023,Joint associations of poor diet quality and prolonged television viewing time with abnormal glucose metabolism in Australian men and women,Preventive Medicine,2013,Food habits; Glucose metabolism disorders; Sedentary lifestyle; Television,"Objective: To examine the independent and joint associations of diet quality and television viewing time with abnormal glucose metabolism (AGM) in men and women. Method: Cross-sectional data from 5346 women and 4344 men from the 1999 to 2000 Australian Diabetes, Obesity and Lifestyle Study were examined. Diet quality scores were derived from a food frequency questionnaire and categorised into tertiles (high; moderate; low). Television viewing time was dichotomised into low (≤ 14. h/week) and high (> 14. h/week). AGM was defined as impaired fasting glucose, impaired glucose tolerance, known or newly diagnosed diabetes based on an oral glucose tolerance test. Regression analyses were adjusted for confounding variables. Results: Diet quality and television viewing time were significantly associated with AGM in women, independent of waist circumference. Compared to women with high diet quality/low television viewing time, women with low diet quality/low television viewing time and women with low diet quality/high television viewing time were significantly more likely to have AGM. Associations were not observed in men. Conclusions: Both poor diet quality and prolonged television viewing should be addressed to reduce risk of AGM in women. Further understanding of modifiable risk factors in men is warranted. © 2013 Elsevier Inc.",True
SCOPUS_ID:0030470141,10.1093/ije/25.6.1227,Asthma presentations to emergency departments in western Sydney during the January 1994 bushfires,International Journal Of Epidemiology,1996,Asthma; Emergency department; Epidemiology; Fires; Particulate air pollution; Smoke,"Background. From 5 to 12 January 1994, the state of New South Wales suffered from the worst bushfires seen this century. High levels of particulate air pollution were recorded in western Sydney from 7 to 14 January 1994, with nephelometry readings reaching 10.24 β(scat) (10-4/m) and particulate matter < 10 μ readings peaking at 250.00 μg/m3. The aim of this study was to determine whether there was an increase in the proportion of asthma presentations to emergency departments (ED) in western Sydney as a result of the bushfire-generated particulate air pollution. Method. We retrospectively analysed the emergency room attendance books for asthma presentations from seven public hospitals serving the Western Sydney and Wentworth Health Areas over two 6-7 week periods, 17 December 1992 to 31 January 1993, and 17 December 1993 to 31 January 1994. Air pollution and meteorological data were obtained from local monitoring stations. Results. The difference in the proportion of all ED presentations that were due to asthma during the week of the bushfire-generated air pollution, compared with the same week 12 months before, after adjusting for baseline changes over the 12-month period, was 0.0067 (95% CI: -0.0007, 0.0141). The maximum daily nephelometry reading was not a significant predictor of the daily number of asthma presentations to ED in any of the Poisson regression models. Conclusions. The bushfire-generated particulate air pollution in January 1994 did not result ill an increase in asthma presentations to ED in western Sydney.",False
SCOPUS_ID:84880155431,10.2105/ajph.2013.301429,State politics and the creation of health insurance exchanges,American Journal Of Public Health,2013,,"Health insurance exchanges are a key component of the Affordable Care Act. Each exchange faces the challenge of minimizing friction with existing policies, coordinating churn between programs, and maximizing take-up. State-run exchanges would likely be better positioned to address these issues than a federally run exchange, yet only one third of states chose this path. Policymakers must ensure that their exchange-whether state or federally run-succeeds. Whether this happens will greatly depend on the political dynamics in each state. © 2013 American Journal of Public Health.",True
SCOPUS_ID:0033911501,10.1016/s0749-3797(00)00183-5,The cost to providers of participating in an immunization registry,American Journal Of Preventive Medicine,2000,,"Introduction: The medical and public health communities advocate immunization registries as one tool to achieve national immunization goals. Although substantial resources have been expended to establish registries across the nation, minimal research has been conducted to evaluate provider participation costs. Methods: The objective of this study was to identify the direct costs to participate in an immunization registry. To estimate labor and equipment costs, we conducted interviews and direct observation at four sites that were participating in one of two immunization registries. We calculated mean data-entry times from direct observation of clinic personnel. Results: The annual cost of participating in a registry varied extremely, ranging from $6083 to $24,246, with the annual cost per patient ranging from $0.65 to $7.74. Annual per-patient costs were lowest in the site that used an automated data-entry interface. Of the sites requiring a separate data-entry step, costs were lowest for the site participating in the registry that provided more intensive training and had a higher proportion of the target population entered into the registry. Conclusions: Ease of registry interface, data-entry times, and target population coverage affect provider participation costs. Designing the registry to accept electronic transfers of records and to avoid duplicative data-entry tasks may decrease provider costs. Copyright (C) 2000 American Journal of Preventive Medicine.",True
SCOPUS_ID:84958244588,10.1016/j.ypmed.2016.01.022,Triglyceride-glucose index (TyG index) in comparison with fasting plasma glucose improved diabetes prediction in patients with normal fasting glucose: The Vascular-Metabolic CUN cohort,Preventive Medicine,2016,Glucose; Insulin resistance; Prevention; Risk factor; Triglycerides; Type 2 diabetes,"Aims: We evaluated the potential role of the triglyceride-glucose index (TyG index) as a predictor of diabetes in a White European cohort, and compared it to fasting plasma glucose (FPG) and triglycerides. Methods: 4820 patients of the Vascular-Metabolic CUN cohort (VMCUN cohort) were examined and followed up for 8.84 years (± 4.39). We performed a Cox proportional hazard ratio with repeated-measures analyses to assess the risk of developing type 2 diabetes across quartiles of FPG, triglycerides and the TyG index (ln[fasting triglycerides (mg/dl) × fasting plasma glucose (mg/dl)/2]), and plotted a receiver operating characteristics (ROC) curve for discrimination. Results: There were 332 incident cases of type 2 diabetes involving 43,197.32 person-years of follow-up. We observed a progressively increased risk of diabetes in subjects with TyG index levels of 8.31 or more. Among those with normal fasting glucose at baseline, < 100 mg/dl, subjects with the TyG index in the fourth quartile were 6.87 times more likely to develop diabetes (95% CI, 2.76-16.85; P for trend < 0.001), as compared with the bottom quartile. The areas under the ROC curves (95% CI) were 0.75 (0.70-0.81) for TyG index, 0.66 (0.60-0.72) for FPG and 0.71 (0.65-0.77) for TG, in subjects with normal fasting glucose (p = 0.017). Conclusions: Our data suggest that the TyG index is useful for the early identification of individuals at risk of type 2 diabetes. The TyG index seems to be a better predictor than FPG or triglycerides of the potential development of type 2 diabetes in normoglycemic patients.",False
SCOPUS_ID:0030829999,10.2105/ajph.87.9.1515,Mortality in Chicago attributed to the July 1995 heat wave,American Journal Of Public Health,1997,,"Objectives. This study assessed mortality associated with the mid-July 1995 heat wave in Chicago. Methods. Analyses focused on heat-related deaths, as designated by the medical examiner, and on the number of excess deaths. Results. In July 1995, there were 514 heat-related deaths and 696 excess deaths. People 65 years of age or older were overrepresented and Hispanic people underrepresented. During the most intense heat (July 14 through 20), there were 485 heat-related deaths and 739 excess deaths. Conclusions. The methods used here provide insight into the great impact of the Chicago heat wave on selected populations, but the lack of methodological standards makes comparisons across geographical areas problematic.",False
SCOPUS_ID:0026563526,10.1093/oxfordjournals.aje.a116270,Cigarette smoking and the risk of anogenital cancer,American Journal Of Epidemiology,1992,Anus neoplasms; Cervix neoplasms; Papillomaviruses; Penile neoplasms; Smoking; Vaginal neoplasms; Vulval neoplasms,"The association between cigarette smoking and cervical cancer has been demonstrated in numerous prior studies. As part of population-based case-control studies of cancers of the vulva, vagina, cervix, anus, and penis in relation to infection with human papillomavirus, conducted in western Washington State and the province of British Columbia from the mid 1980s until the present time, the authors have collected detailed information on smoking history. The proportion of subjects who were current smokers of cigarettes ranged from slightly over 40% among incident cases of vaginal and cervical cancer to 60% among cases of vulvar and anal cancer. In contrast, only about 25% of controls were current smokers. The adjusted odds ratios (OR) associated with current smoking were substantially elevated (OR = 1.9-14.6) for all cancer sites except cancer of the vagina (OR = 1.3). The risks tended to increase in proportion to the number of cigarettes smoked. For most cancer sites, the odds ratios associated with former smoking were substantially less than those associated with current smoking and diminished with increasing time since cessation of smoking. The authors' data and those of other investigators suggest that cigarette smoking plays a role in the etiology of anogenital cancers and that smoking has a late-stage or promotional effect. Am J Epidemiol 1992;135:180-9. © 1992 by The Johns Hopkins University School of Hygiene and Public Health.",False
SCOPUS_ID:85086524875,10.1093/eurpub/ckz155,Training community health nurses to measure parent-child interaction: A mixed-methods study,European Journal Of Public Health,2020,,"Background: This study aims to determine whether the Parental Responsiveness Rating Scale (PaRRiS) completed at child age 24-30 months can be used by community child health nurses (CCHNs) to reliably measure the quality of parent-child interactions in practice. Methods: A mixed-methods design was used involving CCHNs working in public health settings. Five CCHNs recruited from the North-East of England were trained to use PaRRiS. Thirty parent-child dyads attending their routine 24-30-month check were observed. Nurses rated parent-child dyads during 5 min of free-play using PaRRiS. The free-play sessions were video recorded and rated blind by the first author to the nurse observation. Semi-structured phone interviews were conducted with the five CCHNs once observations of parent-child interactions were complete. Interviews were audio-recorded, transcribed, anonymized and thematically analyzed. Results: Two-thirds of participating parents were mothers. Half the families (15/30) were from the 10% most deprived areas based on the English Index of Multiple Deprivation. The average PaRRiS score was 3.03 [standard deviation (SD) = 0.8; all ratings were &lt;5.0]. Reliability between the first author ('gold standard') and CCHNs was excellent [Intra-class correlation coefficient (ICC): 0.85; 95% confidence interval (CI): 0.67-0.93]. CCHNs found PaRRiS aligned well with current practice and was acceptable to parents. There was no evidence of a relationship between social disadvantage and PaRRiS scores. Conclusions: With further development and evaluation work, PaRRiS could potentially be incorporated into existing universal health services to provide child health nurses with an additional tool for identifying families most likely to be in need of parent-child interaction interventions.",True
SCOPUS_ID:84942772548,10.1097/ede.0000000000000301,Obesity and Risk of Infection: Results from the Danish Blood Donor Study,Epidemiology,2015,,"Background: It is well known that obesity complicates the course of several diseases. However, it is unknown whether obesity affects the risk of infection among healthy individuals. Methods: We included 37,808 healthy participants from the Danish Blood Donor Study, who completed a questionnaire on health-related items. Obesity was defined as a body mass index ≥ 30 kg/m2. Infections among participants were identified by relevant ICD-10 codes in the Danish National Patient Register and Anatomical Therapeutic Chemical (ATC) codes in the Danish Prescription Register. Multivariable Cox proportional hazards analysis with age as the underlying timescale was used as the statistical model. Results: During 113,717 person-years of observation, 1,233 participants were treated for infection at a hospital. Similarly, during 58,411 person-years of observation, 15,856 participants filled at least one prescription of antimicrobials. Obesity was associated with risk of hospital-based treatment for infection (women: hazard ratio [HR] = 1.5, 95% confidence interval [CI] = 1.1, 1.9; men: HR = 1.5, 95% CI = 1.2, 1.9). For specific infections, obesity was associated with increased risk of abscesses (both sexes), infections of the skin and subcutaneous tissue (men), and respiratory tract infections and cystitis (women). Similarly, obesity was associated with filled prescriptions of antimicrobials overall (women: HR = 1.22, 95% CI = 1.14, 1.30; men: HR = 1.23, 95% CI: 1.15, 1.33) and particularly with phenoxymethylpenicillin, macrolides, dicloxacillin and flucloxacillin, and broad-spectrum penicillins. Conclusions: In a large cohort of healthy individuals, obesity was associated with risk of infection. This result warrants further studies of metabolism and the immune response.",False
SCOPUS_ID:34447123255,10.1093/aje/kwk119,Reproducibility and validity of the Shanghai Men's Health Study physical activity questionnaire,American Journal Of Epidemiology,2007,Exercise; Questionnaires; Reproducibility of results; Validation studies,"Reproducibility and validity of the physical activity questionnaire (PAQ) used in the Shanghai Men's Health Study (2003-2006, People's Republic of China) was evaluated in a random sample of 196 participants aged 40-74 years. Participants completed a PAQ at baseline and again 1 year later, 12 monthly 7-day physical activity recalls, and four quarterly 1-week physical activity logs. Reproducibility was evaluated by using the two PAQs and validity by comparing the PAQs with 1-year averages of the two criterion measures: 7-day physical activity recall and physical activity log. The PAQ had moderate to high reproducibility for measuring adult exercise participation (κ = 0.60) and energy expenditure (rs = 0.68), nonexercise activities (correlation coefficients = 0.42-0.68), and total daily energy expenditure (rs = 0.68, κquartiles = 0.47). Correlations between the PAQ and criterion measures of adult exercise were 0.45 (7-day physical activity recall) and 0.51 (physical activity log) for the first PAQ and 0.62 (7-day physical activity recall) and 0.71 (physical activity log) for the second PAQ. Correlations between PAQ nonexercise activities and the physical activity log and 7-day physical activity recall were 0.31-0.86. Correlations for total energy expenditure were high (0.62-0.77). Results indicate that the Shanghai Men's Health Study PAQ has reasonable reproducibility and validity for classifying men by their level of exercise and nonexercise activities in this cohort. Copyright © 2007 by the Johns Hopkins Bloomberg School of Public Health All rights reserved.",False
SCOPUS_ID:50849090269,10.1016/j.amepre.2008.06.039,We Are What We Do. Research Outputs of Public Health,American Journal Of Preventive Medicine,2008,,"Background: If public health research does not progress beyond descriptive research to testing the effectiveness of interventions that can provide causal data, its contribution to evidence-based practice will not be realized. This paper examined the number and percentage of public health research publications over three time periods (1987-1988, 1997-1998, 2005-2006) for three preventive health issues: tobacco use, alcohol use, and inadequate physical activity. Methods: A computer-based literature search was conducted, using the Medline and PsycINFO databases. A random sample of 1000 abstracts for each preventive health issue was examined per time period. The abstracts were first categorized as public health or not, and then as data-based or non-data-based public health research. Data-based publications were classified according to research type as measurement-, descriptive/epidemiologic-, or intervention-oriented. Data analysis occurred in 2007. Results: The number of data-based public health research publications examined for each topic ranged between 180 and 346 in 1987-1988, 199 and 322 in 1997-1998, and 302 and 364 in 2005-2006. Despite a significant increase over time in the percentage of intervention publications for tobacco (from 10% in 1987-1988 to 18% in 2005-2006, p=0.008), the majority of publications in all three time periods were descriptive/epidemiologic for all topics (62%-87% in 1987-1988, 64%-85% in 1997-1998, 78%-79% in 2005-2006). There were fewer measurement (3%-7% in 1987-1988, 2%-6% in 1997-1998, 4%-10% in 2005-2006) or intervention publications (9%-31% in 1987-1988, 10%-30% in 1997-1998, 12%-18% in 2005-2006). Conclusions: Descriptive research does not provide optimal evidence for how to reduce preventable illness. Reasons for the lack of measurement and intervention public health research are explored. © 2008 American Journal of Preventive Medicine.",False
SCOPUS_ID:78650915630,10.1136/jech.2009.097592,The influence of social capital on health in eight former Soviet countries: Why does it differ?,Journal Of Epidemiology And Community Health,2011,,"Background Previous research has identified the role of social capital in explaining variations in health in the countries of the former Soviet Union. This study explores whether the benefits of social capital vary among these countries and why. Methods The impact of micro social capital (trust, membership and social isolation) on individual health was estimated in each of eight former Soviet republics using instrumental variables to overcome methodological hazards such as endogeneity and reverse causality. Interactions with institutional variables (voice and accountability, effectiveness of the legal system, informal economy) and social protection variables (employment protection, old age and disability benefits, sickness and health benefits) were examined. Results Most social capital indicators, in most countries, are associated with better health but the magnitude and significance of the impact differ between countries. Some of this variation can be explained by interacting social capital indicators with measures of institutional quality, with membership of organisations bringing greater benefit for health in countries where civil liberties are stronger, whereas social isolation has more adverse consequences where there is a large informal economy. A lesser amount is explained by the interaction of social capital indicators with selected measures of social protection. Conclusion When considering interventions to improve social capital as a means of improving population health, it seems advisable to take into account the influence of macrocontextual variables, in order not to overstate or understate the likely impact of the intervention.",True
SCOPUS_ID:85066855164,10.1093/eurpub/cky240,Gender differences in common mental disorders: A comparison of social risk factors across four European welfare regimes,European Journal Of Public Health,2019,,"Background: Decreasing gender differences in mental health are found largely in countries in which the roles of men and women have improved in terms of opportunities for employment, education, child care and other indicators of increasing gender equality. In this study, we examine how European welfare regimes influence this association between mental health and the social roles that men and women occupy. Methods: The EU-World Mental Health data are used, which covers the general population in 10 European countries (n = 37 289); Countries were grouped into four welfare regions: Liberal regime (Northern Ireland), Bismarckian regime (Belgium, Germany, the Netherlands and France), Southern regime (Spain, Italy, Portugal) and Central-Eastern regime (Romania and Bulgaria). The lifetime prevalence of mood, anxiety and alcohol disorders was determined by using the Composite International Diagnostic Interview 3.0. Overall prevalence rates along with odds ratios by means of bivariate logistic regression models are calculated to compare the presence of common mental disorders in women versus men per welfare regime. Results: Overall prevalence of common mental disorders is highest in the Liberal regime and lowest in the Central/ Eastern regime. The gender gap in mental disorders is largest in the Southern regime and smallest in the Liberal regime. Marital status and certain employment positions help to explain variation in mental disorders across and within welfare regimes. Conclusion: Most prominent pathways linking gender to mental ill-health being are related to marital status and certain employment positions. However, these pathways also show substantial variation across welfare regimes.",False
SCOPUS_ID:12344250773,10.1093/ije/dyh215,Household water source and the risk of childhood brain tumours: Results of the SEARCH International Brain Tumor Study,International Journal Of Epidemiology,2004,Childhood brain tumours; Drinking water; Environmental exposures; Nitrates; Nitrites,"Background. The period in utero is a time of increased vulnerability. Offspring of pregnant women exposed to carcinogenic substances in drinking water may be more likely to develop cancer. We examined whether household water source and the presence of nitrates or nitrites in residential water were associated with increased risks of childhood brain tumours (CBT). Methods. We used data from a multicentre, case-control study with maternal information on residential water source, and nitrate/nitrite levels of tap water measured by dipstick. Subjects included 836 CBT cases and 1485 controls from five countries. Results. The risks of CBT associated with reliance on well water (versus public water) during pregnancy varied widely, with significantly increased risks noted in two (of seven) regions and a decreased risk observed in one region. CBT risk did not increase with increasing nitrate levels. However, our results based on tap water tested in the pregnancy residences suggest the risk of astrocytoma may be associated with increasing levels of nitrite (odds ratio [OR] = 4.3, 95% CI: 1.4, 12.6 for nitrite levels of 1-<5 mg/l nitrite ion; OR = 5.7, 95% CI: 1.2, 27.2 of nitrite ≥5 mg/l). Conclusions. These results should be interpreted with caution because women's recollection of water sources may have contained inaccuracies, and nitrate and nitrite measurements, available for only a portion of subjects, were often obtained years after the pregnancies occurred. However, our results suggest a need for closer evaluation of well water content in some regions and the possibility that a nitrite-related water exposure may be associated with CBT. © International Epidemiological Association 2004; all rights reserved.",False
SCOPUS_ID:85068683010,10.2105/ajph.2019.305150,Potential impact of 2020 US decennial census data collection on disaster preparedness and population mental health,American Journal Of Public Health,2019,,"Increasing in frequency and impact in the United States and worldwide, disasters can lead to serious mental health consequences. Although US census data are essential for disaster preparedness and the identification of community-level risk factors for adverse postdisaster mental health outcomes, the US Census Bureau faces many challenges as we approach 2020 Decennial Census data collection. Despite the utility of the information provided by the Census and American Community Survey (ACS), the 2020 US Census and subsequent ACS data face threats to validity. As a result, public health funding could be misallocated, and disaster preparedness and response efforts misinformed; this can also contribute to the worsening of mental health inequities, particularly in the context of disaster. Undercutting the Census and the ACS, rich data sources that allow representation of all people in the United States, is a step backward in our effort to mitigate the population mental health consequences of disasters.",False
SCOPUS_ID:85107081723,10.1093/ije/dyaa220,Categories and health impacts of intimate partner violence in the World Health Organization multi-country study on women’s health and domestic violence,International Journal Of Epidemiology,2021,combined abuse/ violence; emotional abuse/ violence; health; Intimate partner violence (IPV); measurement; physical abuse/ violence; psychological abuse/ violence; sexual abuse/ violence,"Background: Intimate partner violence (IPV) damages health and is costly to families and society. Individuals experience different forms and combinations of IPV; better understanding of the respective health effects of these can help develop differentiated responses. This study explores the associations of different categories of IPV on women’s mental and physical health. Methods: Using data from the World Health Organization (WHO) Multi-Country Study on Women’s Health and Domestic Violence, multilevel mixed effects logistic regression modelling was used to analyse associations between categories of abuse (physical IPV alone, psychological IPV alone, sexual IPV alone, combined physical and psychological IPV, and combined sexual with psychological and/or physical IPV) with measures of physical and mental health, including self-reported symptoms, suicidal thoughts and attempts, and nights in hospital. Results: Countries varied in prevalence of different categories of IPV. All categories of IPV were associated with poorer health outcomes; the two combined abuse categories were the most damaging. The most common category was combined abuse involving sexual IPV, which was associated with the poorest health [attempted suicide: odds ratio (OR): 10.78, 95% confidence interval (CI) 8.37-13.89, thoughts of suicide: 8.47, 7.03-10.02, memory loss: 2.93, 2.41-3.56]. Combined psychological and physical IPV was associated with the next poorest outcomes (attempted suicide: 5.67, 4.23-7.60, thoughts of suicide: 4.41, 3.63-5.37, memory loss: 2.33, 1.88-2.87-). Conclusions: Understanding the prevalence and health impact of different forms and categories of IPV is crucial to risk assessment, tailoring responses to individuals and planning services. Previous analyses that focused on singular forms of IPV likely underestimated the more harmful impacts of combined forms of abuse.",False
SCOPUS_ID:84884940749,10.1093/aje/kwt093,Increased asthma risk and asthma-related health care complications associated with childhood obesity,American Journal Of Epidemiology,2013,asthma; body mass index; cohort studies; obesity; overweight; severe asthma,"Asthma is the most common chronic condition of childhood, yet the relationship between obesity and asthma risk and the impact of obesity on clinical asthma outcomes are not well understood. For this population-based, longitudinal study, demographic and clinical data were extracted from administrative and electronic health records of 623,358 patients aged 6-19 years who were enrolled in the Kaiser Permanente Southern California health plan in 2007-2011. Crude asthma incidence ranged from 16.9 per 1,000 person-years among normal-weight youth to 22.3 per 1,000 person-years among extremely obese youth. The adjusted risks of asthma for overweight, moderately obese, and extremely obese youth relative to those of normal weight youth were 1.16 (95% confidence interval: 1.13, 1.20), 1.23 (95% confidence interval: 1.19, 1.28), and 1.37 (95% confidence interval: 1.32, 1.42), respectively (Ptrend < 0.0001). The relationship between obesity and asthma risk was strongest in Asian/Pacific Islanders and in the youngest girls (aged 6-10 years), compared with other groups. Among youth who developed asthma, those who were moderately or extremely obese had more frequent asthma exacerbations requiring emergency department services and/or treatment with oral corticosteroids. In conclusion, obese youth are not only more likely to develop asthma, but they may be more likely to have severe asthma, resulting in a greater need for health care utilization and aggressive asthma treatment. © 2013 © The Author 2013. Published by Oxford University Press on behalf of the Johns Hopkins Bloomberg School of Public Health. All rights reserved. For permissions, please e-mail: journals.permissions@oup.com.",False
SCOPUS_ID:7244228050,10.1007/s10654-004-5760-z,Serum carotenoids and vitamins in relation to markers of endothelial,European Journal Of Epidemiology,2004,Carotenoids; Endothelial function; Humans; Inflammation; Vitamins,"Background: Endothelial cell dysfunction may be related to an increase in cellular oxidative stress. Carotenoids and vitamins could have an antioxidant-mediated tempering influence on endothelial function and inflammation, thereby reducing the risk of atherosclerosis. Methods: We measured serum carotenoids, α-tocopherol and Vitamin C concentrations in 379 subjects sampled from the general population. High-sensitive C-reactive protein (CRP), fibrinogen (Fbg) and leukocytes were measured as markers of inflammation. Furthermore, soluble intercellular adhesion molecule-1 (sICAM-1) and flow-mediated vasodilation (FMD; n=165) were measured as markers of endothelial function. Relationships between serum carotenoids and vitamins and markers of endothelial function and inflammation were analysed after adjustment for confounding. Results: In the total study group, lutein and lycopene were inversely related to sICAM-1 with regression-coefficients of -0.38 ± 0.19 (p=0.04) and -0.16 ± 0.08 (p=0.04) per 1 μmol/l, respectively. β-Carotene was inverse related to leukocytes (-0.23 ± 0.07; p=0.007) and CRP (-1.09 ± 0.30; p=0.0003) per 1 μmol/l. Vitamin C was inverse related to CRP (-0.01 ± 0.005; p=0.04) per 1 μmol/l, whereas α-tocopherol was positively related to CRP (0.03 ± 0.01; p=0.02) per 1 μ/l. Zeaxanthin was inversely related to FMD (31.2 ± 15.3; p=0.04) per 1 μmol/l. Conclusion: The inverse relations between carotenoids, Vitamin C and sICAM-1, CRP and leukocytes may help to explain the possible protective effect of carotenoids and Vitamin C on atherosclerosis through an influence on inflammatory processes and endothelial function.",False
SCOPUS_ID:27144491868,10.1093/ije/dyi069,Covariance components models for longitudinal family data,International Journal Of Epidemiology,2005,Bayesian; Family studies; Genetic epidemiology; Gibbs sampling; Longitudinal; MCMC,"A longitudinal family study is an epidemiological design that involves repeated measurements over time in a sample that includes families. Such studies, that may also include relative pairs and unrelated individuals, allow closer investigation of not only the factors that cause a disease to arise, but also the genetic and environmental determinants that modulate the subsequent progression of that disease. Knowledge of such determinants may pay high dividends in terms of prognostic assessment and in the development of new treatments that may be tailored to the prognostic profile of individual patients. Unfortunately longitudinal family studies are difficult to analyse. They conflate the complex within-family correlation structure of a cross-sectional family study with the correlation over time that is intrinsic to longitudinal repeated measures. Here we describe an approach to analysis that is relatively straightforward to implement, yet is flexible in its application. It represents a natural extension of a Gibbs-sampling-based approach to the analysis of cross-sectional family studies that we have described previously. The approach can be applied to pedigrees of arbitrary complexity. It is applicable to continuous traits, repeated binary disease states, and repeated counts or rates with a Poisson distribution. It not only supports the analysis of observed determinants, including measured genotypes, but also allows decomposition of the correlation structure, thereby permitting conclusions to be drawn about the effect of unobserved genes and environment on key features of disease progression, and hence to estimate the heritability of these features. We demonstrate the efficacy of our methods using a range of simulated data analyses, and illustrate its practical application to longitudinal blood pressure data measured in families from the Framingham Heart Study. © The Author 2005; all rights reserved.",False
