review_id,source_row_index,scopus_id,doi,title,journal,publication_year,design_title,design_abstract,design_strict,design_keywords,design_combined,design_combined_unambiguous,is_methodological,is_excluded_sensitivity,is_policy_analysis_eval,is_methods_qe,llm_policy_claim,keywords,abstract,manual_check1,manual_check2
DES-208,26004,SCOPUS_ID:84937866835,10.1007/s10654-015-0073-y,Breast cancer risk and night shift work in a case–control study in a Spanish population,European Journal Of Epidemiology,2016,Case-control,Case-control,Case-control,Other/None,Case-control,Case-control,False,False,False,False,False,Breast cancer; Circadian disruption; Night shift,"Epidemiologic and animal data indicate that night shift work might increase the risk for breast cancer. We evaluated the association of night work with different clinical types of breast cancer in a population based case–control study (MCC-Spain study) taking into account chronotype, an individual characteristic that may relate to night shift work adaptation. Lifetime occupational history was assessed by face-to-face interviews and shift work information was available for 1708 breast cancer cases and 1778 population controls from 10 Spanish regions, enrolled from 2008 to 2013. We evaluated three shift work domains, including shift work type (permanent vs rotating), lifetime cumulative duration and frequency. We estimated odds ratios (OR) for night work compared to day work using unconditional logistic regression models adjusting for confounders. Having ever worked permanent or rotating night shift was associated with an increased risk for breast cancer compared to day workers [odds ratio (OR) 1.18; 95 % CI 0.97, 1.43]. Chronotype was differentially associated with breast cancer depending on the duration of night shift work. Risk was higher in women with invasive tumors (OR 1.23; 95 % CI 1.00, 1.51) and for estrogen and progestagen positive tumors among premenopausal women (OR 1.44; 95 % CI 1.05, 1.99). Having ever performed night shift was associated with a small increased risk for breast cancer and especially in subgroups of women with particular hormone related characteristics.",,
DES-209,19092,SCOPUS_ID:84898645161,10.2105/ajph.2013.301825,Insurer views on reimbursement of preventive services in the dental setting: Results from a qualitative study,American Journal Of Public Health,2014,Qualitative,Other/None,Qualitative,Other/None,Qualitative,Qualitative,False,False,False,False,True,,"Objectives. We explored insurers' perceptions regarding barriers to reimbursement for oral rapid HIV testing and other preventive screenings during dental care. Methods. We conducted semistructured interviews between April and October 2010 with a targeted sample of 13 dental insurance company executives and consultants, whose firms' cumulative market share exceeded 50% of US employer-based dental insurance markets. Participants represented viewpoints from a significant share of the dental insurance industry. Results. Some preventive screenings, such as for oral cancer, received widespread insurer support and reimbursement. Others, such as population-based HIV screening, appeared to face many barriers to insurance reimbursement. The principal barriers were minimal employer demand, limited evidence of effectiveness and return on investment specific to dental settings, implementation and organizational constraints, lack of provider training, and perceived lack of patient acceptance. Conclusions. The dental setting is a promising venue for preventive screenings, and addressing barriers to insurance reimbursement for such services is a key challenge for public health policy.",,
DES-210,35807,SCOPUS_ID:0035103167,10.1136/jech.55.4.239,Material deprivation and leading causes of death by gender: Evidence from a nationwide small area study,Journal Of Epidemiology And Community Health,2001,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,False,False,False,False,False,,"Study objective - To investigate the association between material deprivation and 10 leading causes of death by gender. Design - Small area cross sectional ecological study using two dimensions of material deprivation (Index 1 and Index 2) drawn from 1991 census and cause specific mortality data aggregated for 1987-1995. Setting - 2218 small areas in Spain. Main results - Strong detrimental associations of two deprivation indices were found with top six leading causes of death for men and top seven leading causes of death for women, except breast cancer. For men, the highest percentages of excess mortality (between 40% and 60%) were found for smoking and alcohol related causes of death such as lung cancer, chronic obstructive pulmonary diseases, and cirrhosis while for women the highest percentages of excess mortality (between 40% and 60%) were found for diet related causes such as diabetes and ischaemic heart disease. Conclusions - Health inequality is a widespread phenomenon in the majority of the top leading causes of deaths of the nation. Increasing levels of deprivation indices are associated with mortality risk differently by both cause and gender. Results suggest that deprivation effects mainly captured by Index 2 may manifest largely as unfavourable health behaviours leading to gender specific sets of causes of deaths. Findings of this study are consistent with the idea that material deprivation determines health inequality through both an increase of general susceptibility to ill health, leading to excess mortality in a wide range of causes, and a set of specific factors, resulting in an increased risk of death from a specific set of causes in each gender.",,
DES-211,28421,SCOPUS_ID:84904993373,10.1093/eurpub/ckt146,Evaluation of a Swedish version of the Strengthening Families Programme,European Journal Of Public Health,2014,Other/None,Experimental,Experimental,Other/None,Experimental,Experimental,False,False,False,False,False,,"Background: Adolescents' alcohol consumption is a public health concern in Sweden as well as in many other countries. Underage drinking is associated with increased risks of alcohol-related injuries, risky sexual behaviours and dependence later in life. Different strategies have been used in the effort to prevent this behaviour, and to postpone the onset of alcohol. The Strengthening Families Programme 10-14 (SFP 10-14) from the USA has been highlighted as one of the more effective prevention programmes. The aim of the present article was to evaluate the effectiveness of a culturally adapted Swedish version of the SFP 10-14. Methods: This was a cluster randomized controlled trial including 587 sixth-grade students (age 12) and their parents in 19 elementary schools in Stockholm. Schools were randomly assigned to either control (9 schools, 216 students) or to the family skills training intervention (10 schools, 371 students). The SFP Swedish version consisted of two parts with seven and five sessions, respectively, held separately for youths and parents except two joint family sessions. Measures of students' self-reported episodes of drunkenness, smoking, illicit drug use and other norm-breaking behaviours were collected at baseline (March 2003) and at three subsequent yearly surveys. Data were analysed using multilevel models with an intention-to-treat approach. Results: No preventive effects were found for smoking, alcohol and illicit drug use and other norm-breaking behaviours, nor did moderators affect the outcome. Conclusion: The Swedish version of the SFP 10-14 was not effective in preventing youths' substance use in a Swedish context. © 2013 The Author.",,
DES-212,41223,SCOPUS_ID:25844464845,10.1016/j.ypmed.2005.07.003,Perceived risk for developing stroke among older adults,Preventive Medicine,2005,Other/None,Other/None,Other/None,Cross-sectional,Cross-sectional,Cross-sectional,False,False,False,False,True,Awareness; Beliefs; Cerebrovascular disease; Cross-sectional studies; Perceptions; Risk factors; Stroke,"Background. Persons who perceive their risk for stroke accurately may be more likely to engage in prevention practices to reduce their risk. Methods. In 2004, 800 adults aged 45 years and older in two counties participated in a telephone survey to assess their perceived risk for stroke and their history of stroke risk factors. Results. Overall, 39% of respondents perceived themselves to be at risk for having a stroke. In the multivariate analyses, younger age, current smoking, and a history of diabetes, high blood pressure, high cholesterol, heart disease, and stroke/TIA were independently associated with perceived risk for stroke. Respondents with atrial fibrillation were no more likely to report being at risk for stroke compared to respondents without atrial fibrillation. Perceived risk for stroke increased as the number of risk factors increased. However, 46% of respondents with three or more risk factors did not perceive themselves to be at risk. Conclusions. Many adults with multiple risk factors do not perceive themselves to be at risk for stroke. Clinical and public health efforts are needed to increase awareness of the risk for stroke. © 2005 Elsevier Inc. All rights reserved.",,
DES-213,31364,SCOPUS_ID:2642702548,10.1093/ije/27.2.282,Multivariate time series analysis in nosocomial infection surveillance: A case study,International Journal Of Epidemiology,1998,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,False,False,False,False,True,ARIMA models; Intervention studies; Nosocomial infection; Quality control; Surveillance; Time series,"Background. The present study describes the use of time series analysis in the evaluation of the incidence of nosocomial infection. The main hypothesis analysed was that monthly occurrence of nosocomial infection in a hospital may be related to work-related factors such as the control and training of personnel imposed by a surveillance system, strikes supported by medical personnel and movement of personnel. Time series analysis was used to quantify, model and statistically evaluate these interventions. Methods. The data employed (March 1982-December 1990) were supplied by the nosocomial infection surveillance system of a primary-care general hospital. The monthly time series incidence of nosocomial infections (measured as percentage cumulative incidence) was analysed by curve fitting, autoregressive, integrated and moving average (ARIMA) modelling (Box-Jenkins) and intervention and dynamic regression analysis. Results. The imposed control and training of personnel by the surveillance system was associated with a 3.63% decrease in the accumulated monthly incidence of nosocomial infection from 7.82% to a baseline level of 4.19%. There was a strong indication that an increase of infection incidence of 4.34% corresponded to a medical strike. This increase was maintained over the following months raising the baseline level to 4.84%. An increase of 0.18% was associated with each new nursing contract. Evidence was obtained for the possible relationship between incidence of nosocomial infection and vacation periods. Conclusions. The results suggest the need for strict control of the activities of hospital personnel and for the adoption of certain preventative measures during vacation periods to avoid an undesirable increase in the incidence of nosocomial infections.",,
DES-214,37423,SCOPUS_ID:84881253149,10.1136/jech-2012-201919,"The child's body without fluid: Mother's knowledge and practices about hydration and rehydration in Salvador, Bahia, Brazil",Journal Of Epidemiology And Community Health,2013,Other/None,Qualitative,Qualitative,Other/None,Qualitative,Qualitative,False,False,False,False,False,,"Background: The aim of this article was to anthropologically analyse knowledge and practices about hydration and rehydration in a specific ethnographic context, where diverse therapies are combined to treat and take care of child diarrhoea as part of a wider social process that circumscribes transactions between self-care and biomedicine. Methods: Ethnographic data from a qualitative study in the neighbourhood of Nova Constituinte (Salvador, Bahia) which was part of an interdisciplinary project aimed at epidemiologically evaluating an environmental sanitation programme. These data results from a series of in-depth interviews of 29 interviewees and field observations collected over two stages (1997/1998-2003/2004). Results: Knowledge about hydration and rehydration is practical knowledge that demonstrates some of the cultural limits of dehydration in terms of the normality or pathology criteria related to child diarrhoea. This knowledge belongs to local interpretations, treatment experiences and the care that mothers provide in relation to their child's diarrhoea. We observed a process of medicalisation in the discourse about hydration and self-care. Conclusions: Unlike rehydration, hydration is structural to self-care processes. While the former constitutes a way of alleviating diarrhoea, the latter is a type of care centred on healing. The difference between these practices does not lie in the type of remedies used but in the meaning attributed to them and the way they are combined.",,
DES-215,8688,SCOPUS_ID:0034783226,10.1016/s0749-3797(01)00371-3,Impact of multiple injections on immunization rates among vulnerable children,American Journal Of Preventive Medicine,2001,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,False,False,False,False,False,,"Background: In 1997, the Advisory Committee on Immunization Practices (ACIP) recommended a switch from oral polio vaccine (OPV) to inactivated polio vaccine (IPV) for the first two infant doses. The ACIP also recommended use of diphtheria, tetanus, and acellular pertussis vaccine (DTaP) for infants. These recommendations resulted in two additional injections at the 2- and 4-month immunization visits. This study evaluates the implementation of new IPV and DTaP immunization recommendations and their impact on immunization coverage levels. Methods: Immunization coverage was assessed in public clinics in three urban areas before and after the recommendations. One pre- and three post-recommendation cohorts were followed to 12 months of age. Results: Almost all (≥88%) infants in the pre-recommendation cohort received OPV, DTP, and only one or two injections. Almost all (≥78%) infants in the post-recommendation cohorts received IPV, DTaP, and three or four injections. The percentage of infants in the post-recommendation cohorts up-to-date for immunizations at 12 months of age was slightly higher than those in the pre-recommendation cohort. Conclusions: Providers rapidly switched from OPV and DTP to IPV and DTaP. Coverage at 12 months of age was higher among IPV/DTaP recipients than among OPV/DTP recipients. Provider and parent acceptance of four injections at a visit was high. The recent pneumococcal conjugate vaccine recommendations potentially add a fifth injection at 2 and 4 months of age. Acceptance or rejection of five injections by providers and parents needs early assessment. Copyright © 2001 American Journal of Preventive Medicine.",,
DES-216,32917,SCOPUS_ID:79957602740,10.1093/ije/dyr008,Inequalities in participation in an organized national colorectal cancer screening programme: Results from the first 2.6 million invitations in England,International Journal Of Epidemiology,2011,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,False,False,False,False,True,Age; Colorectal cancer screening; Ethnicity; Gender; Inequalities; Socioeconomic status,"Background: An organized, population-based, colorectal cancer screening programme was initiated in England in 2006 offering biennial faecal occult blood testing (FOBT) to adults aged 60-69 years. Organized screening programmes with no associated financial costs to the individual should minimize barriers to access for lower socio-economic status (SES) groups. However, SES differences in uptake were observed in the pilot centres of the UK programme, so the aim of this analysis was to identify the extent of inequalities in uptake by SES, ethnic diversity, gender and age in the first 28 months of the programme. Design: Cross-sectional analysis of colorectal cancer screening uptake data. Methods: Between October 2006 and January 2009, over 2.6 million adults aged 60-69 years were mailed a first FOBT kit by the five regional screening hubs. Uptake was defined as return of a test kit within 13 weeks. We used multivariate generalized linear regression to examine variation by area-based socioeconomic deprivation, area-based ethnicity, gender and age. Results: Uptake was 54%, but showed a gradient across quintiles of deprivation, ranging from 35% in the most deprived quintile to 61% in the least deprived. Multivariate analyses confirmed an independent effect of deprivation, with stronger effects in women and older people. The most ethnically diverse areas also had lower uptake (38%) than other areas (52-58%) independent of SES, age, gender and regional screening hub. Ethnic disparities were more pronounced in men but equivalent across age groups. More women than men returned a kit (56 vs 51%), but there was also an interaction with age, with uptake increasing with age in men (49% at 60-64 years; 53% at 65-69 years) but not women (57 vs 56%). Conclusions: Overall uptake rates in this organized screening programme were encouraging, but nonetheless there was low uptake in the most ethnically diverse areas and a striking gradient by SES. Action to promote equality of uptake is needed to avoid widening inequalities in cancer mortality. Published by Oxford University Press on behalf of the International Epidemiological Association. © The Author 2011; all rights reserved.",,
DES-217,44451,SCOPUS_ID:85093705339,10.1016/j.ypmed.2020.106257,The impact of state policies for school-based BMI/fitness assessments on children's BMI outcomes in rural versus urban schools: Evidence from a natural experiment,Preventive Medicine,2020,Quasi-experimental,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,False,True,False,True,False,BMI; Body mass index; Health and fitness assessments; School BMI; Urban and rural,"Childhood obesity remains a public health crisis because of its alarming prevalence and potential for costly long-term health consequences, especially among rural children. Schools are considered natural loci for policies to combat obesity because children spend most of their active hours and consume a substantial share of their calories, at school. Recent state policy efforts have involved measuring children's BMI and/or fitness to notify parents or inform surveillance efforts, but the empirical evidence to date is far from definitive. This study leverages plausibly exogenous assignment of military families as a natural experiment to assess the association of such polices with children's BMI and obesogenic behaviors. The sample is stratified by urbanicity because of the likely differences in obesity prevalence and in environments necessary to support healthy lifestyles. Data were collected in 2013–2014 and analyzed in 2018–9. The policies were associated with lower odds of overweight (OR: 0.422; CI: 0.251–0.708) and at-risk of overweight (OR: 0.360; CI: 0.161–0.801) among children in rural, but not urban, schools. The policies were also associated with greater activity levels and less frequent intake of unhealthy foods, particularly among children attending rural schools. Results were robust to stratification based on urbanicity of the installation versus school, omission of family covariates, and other sensitivity analyses. Falsification checks on children's height, parental BMI outcomes, home food environments and neighborhood environments indicate findings are not driven by selection. BMI assessment policies were associated with children's BMI outcomes and health behaviors in rural, but not urban schools.",,
DES-218,1036,SCOPUS_ID:0028274665,10.1093/oxfordjournals.aje.a117097,"Occupational exposure to human immunodeficiency virus (HIV)-infected blood in denver, colorado, police officers",American Journal Of Epidemiology,1994,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,False,False,False,False,True,Blood; HIV; Occupational exposure; Police,"The authors undertook a study of Denver, Colorado, police department officers to measure their risk of exposure to blood and human immunodeficiency virus (HIV) by type of work assignment and to document how exposures occurred. From December 1989 through March 1991, 137 officers reported an exposure to either blood or saliva, and 42 exposures to blood were independently documented. The overall rate of exposure to HIV-infected blood for medium and high risk assignments was 0.10 per 10,000 person-days. Thirty-two source persons underwent voluntary testing for HIV antibodies, and five (15.6%) were seropositive. Two thirds of the 42 blood exposures occurred in circumstances in which 1) there was little or no time for the officer to put on protective gloves and clothing because the officer was restraining or being assaulted by a suspect or 2) gloves would have not been protective because of penetration by needles. The authors conclude that Denver police officers rarely have percutaneous or mucosal exposures to blood, but when they do, the risk of exposure to HIV-infected blood is quite high. A health department can provide to police officers a number of services: evaluation of an incident involving contact with blood or body fluids to determine whether there was potential for disease transmission; information about modes of transmission and prevention of bloodborne diseases; serologic testing of source persons; HIV counseling for exposed officers and source persons; documentation for worker's compensation claims; and consultation regarding the use of zidovudine for postexposure prophylaxis. © 1994 by The Johns Hopkins University School of Hygiene and Public Health.",,
DES-219,37375,SCOPUS_ID:84885424906,10.1136/jech-2012-202137,Investing in health: Is social housing value for money? A cost-utility analysis,Journal Of Epidemiology And Community Health,2013,Other/None,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,False,True,True,True,True,,"Background There is a healthy public policy agenda investigating the health impacts of improving living conditions. However, there are few economic evaluations, to date, assessing value for money. We conducted the first cost-effectiveness analysis of a nationwide intervention transferring social and private tenants to new-build social housing, in Scotland. Methods A quasi-experimental prospective study was undertaken involving 205 intervention households and 246 comparison households, over 2 years. A cost-utility analysis assessed the average cost per change in health utility (a single score summarising overall health-related quality of life), generated via the SF-6D algorithm. Construction costs for new builds were included. Analysis was conducted for all households, and by family, adult and elderly households; with estimates adjusted for baseline confounders. Outcomes were annuitised and discounted at 3.5%. Results The average discounted cost was £18 708 per household, at a national programme cost of £28.4 million. The average change in health utility scores in the intervention group attributable to the intervention were +0.001 for all households, +0.001 for family households, -0.04 for adult households and -0.03 for elderly households. All estimates were statistically insignificant. Conclusions At face value, the interventions were not value for money in health terms. However, because the policy rationale was the amenity provision of housing for disadvantaged groups, impacts extend beyond health and may be fully realised over the long term. Before making general value-for-money inferences, economic evaluation should attempt to estimate the full social value of interventions, model long-term impacts and explicitly incorporate equity considerations.",,
DES-220,45784,SCOPUS_ID:85182002284,10.1016/j.ypmed.2024.107850,Distress about social problems and tobacco and cannabis use outcomes among young adults in Los Angeles County,Preventive Medicine,2024,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,False,False,False,False,False,Cannabis; Discrimination; Distress; Dual use; E-cigarette; Marijuana; Police brutality; Stress; Tobacco; Violence,"Objective: To examine associations of concern, worry, and stress about discrimination, shootings/violence, and police brutality and exclusive and dual tobacco and cannabis use among young adults. Methods: A prospective, racially/ethnically diverse cohort of young adults (n = 1960) living in Los Angeles, California completed a baseline survey in 2020 (age range: 19–23) and a follow-up survey in 2021. Exploratory factor analysis (EFA) was employed on nine variables assessing levels of concern, worry, and stress about societal discrimination, societal shootings/violence, and community police brutality at baseline. Past 30-day tobacco and cannabis use at follow-up was categorized as current exclusive tobacco, exclusive cannabis, and dual tobacco and cannabis (vs never/former) use based on eleven use variables. Multinomial logistic regressions estimated adjusted associations between each factor score (translated to standard deviation units) with exclusive and dual tobacco and cannabis use. Results: The EFA produced four factor scores representing concern/worry/stress (i.e., distress) about community police brutality (F1), distress about societal shootings/violence (F2), and distress about societal discrimination (F3), as well as generalized stress about police brutality, shootings/violence, and discrimination (F4). F1, F2, and F3 were associated with subsequent exclusive current cannabis use, with F1 having the strongest association (OR: 1.35, 95% CI: 1.18–1.55), while only F1 (OR: 1.51, 95% CI: 1.27–1.78) was associated with dual tobacco and cannabis use. None of the factors were associated with exclusive tobacco use. Conclusions: Young adult concern, worry, and/or stress about social problems may increase risk of cannabis use with or without concurrent tobacco use 6–12 months later.",,
DES-221,44866,SCOPUS_ID:85104320939,10.1016/j.ypmed.2021.106553,Smoking behavior in 18–20 year-olds after tobacco 21 policy implementation in California: A difference-in-differences analysis with other states,Preventive Medicine,2021,Quasi-experimental,Quasi-experimental,Quasi-experimental,Other/None,Quasi-experimental,Quasi-experimental,False,True,False,True,False,Tobacco control; Youth,"In June 2016, California implemented a Tobacco 21 (T21) policy that increased the minimum sale age of tobacco products from 18 to 21. This study examined the association between California's T21 policy and smoking behavior (ever, current, daily, and nondaily) in 18–20 year-olds using data from the 2012–2019 Behavioral Risk Factor Surveillance System (n = 15,863). The annual change in odds of smoking among 18–20 year-olds post-policy (July 2016–December 2019) was compared with the pre-policy period (January 2012 – June 2016) 1) within California and 2) compared with states without a T21 policy. As a sensitivity analysis, 21–23 year-olds in California were used as the referent. Difference-in-difference estimates (D-I-D) were calculated using adjusted logistic regression and compared the post to pre-policy change in trends in California to the referent groups. Before California's T21 policy, there was an 11% annual decrease in the odds of ever smoking among 18–20 year-olds in California and a 6% decrease in the referent states. After the policy, these trends did not change significantly. Results for current smoking were similar. For daily smoking, there was an 8% annual decrease before the policy and a 26% annual decrease after the policy among 18–20 year-olds in California; D-I-D estimates were 0.80 (95% CI: 0.57, 1.14) using referent states as the comparison and 0.62 (95% CI: 0.41, 0.95) using 21–23 year-olds in California as the comparison. There was an association between California's T21 policy and a decrease in daily smoking among 18–20 year-olds, compared with 21–23 year-olds, more than three years post-implementation.",,
DES-222,2319,SCOPUS_ID:0032952372,10.1093/oxfordjournals.aje.a009731,"Time-series analysis of the relation between influenza virus and hospital admissions of the elderly in Ontario, Canada, for pneumonia, chronic lung disease, and congestive heart failure",American Journal Of Epidemiology,1999,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,False,False,False,False,False,"Geriatrics; Heart failure, congestive; Hospital records; Influenza; Lung diseases, obstructive; Pneumonia; Time","This study examined the relation between the presence of circulating influenza virus and all hospital admissions of people over age 65 years in Ontario, Canada, for pneumonia, congestive heart failure, and chronic lung disease in 1988-1993. Autoregressive integrated moving average (ARIMA) transfer function models were used to perform a time-series analysis. These models were compared with simple cross correlations by using Pearson's product moment correlation. The results showed statistically significant correlations between the presence of influenza virus and admissions of the elderly for pneumonia (in all 5 years under study) and chronic lung disease (in 4 of the 5 years under study). The relation between circulation of influenza virus and admissions for congestive heart failure was inconsistent. The simple cross correlation tended to overestimate the association between the presence of circulating influenza strains and hospital admissions. Measures of the impact of influenza should include chronic lung disease as an outcome. Further studies, with greater covariate control, are required to delineate more precisely the relation between influenza and hospital morbidity in the elderly. This study demonstrates the power and utility of using time-series methods in the epidemiologic study of communicable diseases.",,
DES-223,35229,SCOPUS_ID:0028681660,10.1136/jech.49.4.401,Tropospheric ozone: Respiratory effects and Australian air quality goals,Journal Of Epidemiology And Community Health,1995,Other/None,Other/None,Other/None,Other/None,Other/None,Other/None,False,False,False,False,True,,"Objective - To review the health effects of tropospheric ozone and discuss the implications for public health policy. Design - Literature review and consultation with scientists in Australia and overseas. Papers in English or with English language abstracts were identified by Medline search from the international peer reviewed published reports. Those from the period 1980-93 were read systematically but selected earlier papers were also considered. Reports on ozone exposures were obtained from environmental agencies in the region. Results - Exposure to ozone at concentrations below the current Australian air quality goal (0.12 ppm averaged over one hour) may cause impaired respiratory function. Inflammatory changes in the small airways and respiratory symptoms result from moderate to heavy exercise in the presence of ozone at levels of 0.08-0.12 ppm. The changes in respiratory function due to ozone are short lived, vary with the duration of exposure, may be modified by levels of other pollutants (such as sulphur dioxide and particulates), and differ appreciably between individuals. Bronchial lavage studies indicate that inflammation and other pathological changes may occur in the airways before reductions in air flow are detectable, and persist after respiratory function has returned to normal. It is not known whether exposures to ozone at low levels (0.08-0.12 ppm) cause lasting damage to the lung or, if such damage does occur, whether it is functionally significant. At present, it is not possible to identify confidently population subgroups with heightened susceptibility to ozone. People with asthma may be more susceptible to the effects of ozone than the general population but the evidence is not consistent. Recent reports suggest that ozone increases airway reactivity on subsequent challenge with allergens and other irritants. Animal studies are consistent with the findings in human populations. Conclusion - A new one hour air quality ozone goal of 0.08 ppm for Australia, and the introduction of a four hour goal of 0.06 ppm are recommended on health grounds.",,
DES-224,31638,SCOPUS_ID:0034035717,10.1093/ije/29.2.248,Nicotine dependence and its familial aggregation in Chinese,International Journal Of Epidemiology,2000,Other/None,Cross-sectional,Cross-sectional,Other/None,Cross-sectional,Cross-sectional,False,False,False,False,False,Familial aggregation; Nicotine dependence; Recurrent risk; Regression model; Smoking,"Background. Nicotine dependence is a significant public health problem. This study attempted to characterize the prevalence and familial aggregation of nicotine dependence in China. Methods. In 1998, we initiated a community-based cross-sectional study among residents of the Yuexi County in Anqing, China. A total of 991 current smokers from 488 randomly selected nuclear families were recruited and surveyed by use of the standardized Fagerstrom Test of Nicotine Dependence (FTND) questionnaire and the Revised Tolerance Questionnaire (RTQ). All study subjects were offspring in their respective nuclear families, and 478 male-male pairs (aged 41.7 ± 12.1 years) were finally used for data analyses, because the number of female current smokers (n = 5) was too small. Results. The correlation coefficient of the FTND and the RTQ scores was as high as 0.84 (P < 0.0001). Nicotine dependence, defined as an FTND score ≥8 or an RTQ score ≥28, had a prevalence of 12.7% and 11.1%, respectively. The respective sibling recurrent risk was 1.7 and 2.4, according to the FTND or the RTQ criteria. The adjusted odds ratios and 95% CI of nicotine dependence of second siblings in families in which the first sibling was nicotine dependent were 2.13 (95% CI: 1.02-4.43) and 3.50 (95% CI: 1.65-7.36) respectively, according to the FTND and RTQ criteria. Conclusions. The prevalence of nicotine dependence in male current smokers in China was comparable to that reported in previous US and European studies. Our findings suggest that genetic influences may play an important role in vulnerability to nicotine addiction.",,
DES-225,40843,SCOPUS_ID:12244273691,10.1016/s0091-7435(02)00014-2,The public health burden of material deprivation: Excess mortality in leading causes of death in Spain,Preventive Medicine,2003,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,False,False,False,False,True,Cause-specific mortality; Health policies; Material deprivation; Small areas,"Objective. The aim of the study is to investigate the burden of deprivation-associated excess of deaths by 10 leading causes of death in each gender and two age groups. Design. A small-area ecological study using two indices of material deprivation drawn from 1991 census and mortality data aggregated for 1987-1995 was undertaken. Setting. 2218 small areas in Spain. Data are presented by region. Main outcome measures The 10 leading causes of death in each gender and two age groups were determined. Results. The deprivation-associated excess mortality in the top 10 leading causes of death was 14.4 and 11% for males and females, respectively. Excess mortality in the 9-year period studied accounted for more than 222,000 deaths. A large proportion of excess deaths was found in causes related to smoking and alcohol consumption among males and diet-related causes of death among females. The most deprived regions within the country showed the highest mortality risk. Conclusions. Material deprivation appears to be manifested in high mortality rates differently by gender and region. It imposes a significant public health burden that demands urgently attention and action by health policy-makers. © 2003 American Health Foundation and Elsevier Science (USA). All rights reserved.",,
DES-226,38644,SCOPUS_ID:85097870561,10.1136/jech-2020-215002,"Temperature and cardiovascular mortality in Rio de Janeiro, Brazil: Effect modification by individual-level and neighbourhood-level factors",Journal Of Epidemiology And Community Health,2021,Other/None,Other/None,Other/None,Ecological / Time-series,Ecological / Time-series,Ecological / Time-series,False,False,False,False,True,Cardiovascular disease; Mortality; Neighborhood/place; Temperature; Time-series,"Background Many factors related to susceptibility or vulnerability to temperature effects on mortality have been proposed in the literature. However, there is limited evidence of effect modification by some individual-level factors such as occupation, colour/race, education level and community-level factors. We investigated the effect modification of the temperature-cardiovascular mortality relationship by individual-level and neighbourhood-level factors in the city of Rio de Janeiro, Brazil. Methods We used a case-crossover study to estimate the total effect of temperature on cardiovascular mortality in Rio de Janeiro between 2001 and 2018, and the effect modification by individual-level and neighbourhood-level factors. Individual-level factors included sex, age, colour/race, education, and place of death. Neighbourhood-level characteristics included social development index (SDI), income, electricity consumption and demographic change. We used conditional Poisson regression models combined with distributed lag non-linear models, adjusted for humidity and public holidays. Results Our results suggest a higher vulnerability to high temperatures among the elderly, women, non-hospitalised deaths, and people with a lower education level. Vulnerability to low temperatures was higher among the elderly, men, non-white people, and for primary education level. As for neighbourhood-level factors, we identified greater vulnerability to low and high temperatures in places with lower SDI, lower income, lower consumption of electricity, and higher demographic growth. Conclusion The effects of temperature on cardiovascular disease mortality in Rio de Janeiro vary according to individual-level and neighbourhood-level factors. These findings are valuable to inform policymakers about the most vulnerable groups and places, in order to develop more effective and equitable public policies.",,
DES-227,38275,SCOPUS_ID:85068355867,10.1136/jech-2018-211936,"Monitoring epidemiological trends in back to school asthma among preschool and school-aged children using real-time syndromic surveillance in England, 2012-2016",Journal Of Epidemiology And Community Health,2019,Other/None,Ecological / Time-series,Ecological / Time-series,Other/None,Ecological / Time-series,Ecological / Time-series,False,False,False,False,True,asthma; asthma exacerbation; children; emergency department; general practitioner; school; surveillance,"Background Back to school (BTS) asthma has been previously reported in children; however, its epidemiology and associated healthcare burden are unclear. We aimed to describe the timing and magnitude of BTS asthma using surveillance data from different health services in England. Methods Asthma morbidity data from emergency department attendances and general practitioner (GP) consultations between April 2012 and December 2016 were used from national syndromic surveillance systems in England. Age-specific and sex-specific rates and time series of asthma peaks relative to school term dates were described. The timing of a BTS excess period and adjusted rates of asthma relative to a baseline period were estimated using cumulative sum control chart plots and negative binomial regression. Results BTS asthma among children aged below 15 years was most pronounced at the start of the school year in September. This effect was not present among those aged 15 years and above. After controlling for sex and study year, the adjusted daily rate of childhood GP in-hours asthma consultations was 2.5-3 times higher in the BTS excess period, with a significantly higher effect among children aged 0-4 years. A distinct age-specific pattern of sex differences in asthma presentations was present, with a higher burden among males in children and among females aged over 15 years. Conclusion We found evidence of a BTS asthma peak in children using surveillance data across a range of healthcare systems, supporting the need for further preventative work to reduce the impact of BTS asthma in children.",,
