id,scopus_id,doi,title,prompt_name,prompt_hash,model,temperature,llm_output,llm_label
SCOPUS_ID:84962766998,SCOPUS_ID:84962766998,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:84962843818,SCOPUS_ID:84962843818,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:84987962219,SCOPUS_ID:84987962219,10.2105/AJPH.2016.303362,Impact of the Berkeley excise tax on sugar-sweetened beverage consumption,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85005916303,SCOPUS_ID:85005916303,10.1016/j.amepre.2016.09.016,Association of Bacterial Vaginosis With Chlamydia and Gonorrhea Among Women in the U.S. Army,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85006078355,SCOPUS_ID:85006078355,10.2105/AJPH.2016.303450,"A public-private partnership to mitigate food insecurity and food waste in Orange County, California",rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85014802814,SCOPUS_ID:85014802814,10.1093/aje/kww129,Improving estimates of numbers of children with severe acute malnutrition using cohort and survey data,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85024362284,SCOPUS_ID:85024362284,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85037033393,SCOPUS_ID:85037033393,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85037709028,SCOPUS_ID:85037709028,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85038398484,SCOPUS_ID:85038398484,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85041402164,SCOPUS_ID:85041402164,10.1016/j.ypmed.2018.01.017,Internet little cigar and cigarillo vendors: Surveillance of sales and marketing practices via website content analysis,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": true}",YES
SCOPUS_ID:85042868429,SCOPUS_ID:85042868429,10.1136/jech-2017-209333,Longitudinal analysis of cardiovascular disease risk profile in neighbourhood poverty subgroups: 5-year results from an afterschool fitness programme in the USA,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85045670076,SCOPUS_ID:85045670076,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85049344365,SCOPUS_ID:85049344365,10.1016/S2468-2667(18)30109-9,Effects of restrictions to Income Support on health of lone mothers in the UK: a natural experiment study,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85051239049,SCOPUS_ID:85051239049,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85052956484,SCOPUS_ID:85052956484,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85053424873,SCOPUS_ID:85053424873,10.1016/S2468-2667(18)30097-5,"The effect of public health-oriented drug law reform on HIV incidence in people who inject drugs in Tijuana, Mexico: an epidemic modelling study",rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": true}",YES
SCOPUS_ID:85054964065,SCOPUS_ID:85054964065,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85055798363,SCOPUS_ID:85055798363,10.1093/aje/kwy158,The Number of Events per Confounder for Valid Estimation of Risk Difference Using Modified Least-Squares Regression,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85066260594,SCOPUS_ID:85066260594,10.1016/S2468-2667(19)30018-0,"Geospatial, racial, and educational variation in firearm mortality in the USA, Mexico, Brazil, and Colombia, 1990â€“2015: a comparative analysis of vital statistics data",rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": true}",YES
SCOPUS_ID:85074266956,SCOPUS_ID:85074266956,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85083405785,SCOPUS_ID:85083405785,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85085015109,SCOPUS_ID:85085015109,10.1016/j.amepre.2020.03.024,"Alcohol Use and Suicidality by Sexual Orientation Among U.S. Youth, 2009â€“2017",rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85088828588,SCOPUS_ID:85088828588,10.1007/s10654-020-00665-w,Body mass index in young adulthood and risk of subsequent dementia at different levels of intelligence and education in Danish men,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85089294116,SCOPUS_ID:85089294116,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85090870257,SCOPUS_ID:85090870257,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85102828933,SCOPUS_ID:85102828933,10.1016/j.ypmed.2021.106507,Associations between indicators of energy intake and expenditure with excess weight and obesity among women in sedentary and less-sedentary jobs,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85116602537,SCOPUS_ID:85116602537,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85122909289,SCOPUS_ID:85122909289,10.2105/AJPH.2021.306565,Adherence to Social-Distancing and Personal Hygiene Behavior Guidelines and Risk of COVID-19 Diagnosis: Evidence From the Understanding America Study,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85123459610,SCOPUS_ID:85123459610,10.1093/ije/dyab095,Maternal smoking and smokeless tobacco use during pregnancy and offspring development: Sibling analysis in an intergenerational Swedish cohort,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85123904653,SCOPUS_ID:85123904653,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85124166197,SCOPUS_ID:85124166197,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85131903072,SCOPUS_ID:85131903072,10.1093/ije/dyab204,Pre-eclampsia and risk of early-childhood asthma: A register study with sibling comparison and an exploration of intermediate variables,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85133980653,SCOPUS_ID:85133980653,10.1093/aje/kwac025,Sampling Validation Data to Achieve a Planned Precision of the Bias-Adjusted Estimate of Effect,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85136189922,SCOPUS_ID:85136189922,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85146336085,SCOPUS_ID:85146336085,10.1016/j.amepre.2022.12.010,Air Quality Index and Childhood Asthma: A Pilot Randomized Clinical Trial Intervention,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85147099255,SCOPUS_ID:85147099255,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85149642428,SCOPUS_ID:85149642428,10.2105/AJPH.2022.307207,"Housing Instability and Evictions Linked to Elevated Intimate Partner and Workplace Violence Among Women Sex Workers in Vancouver, Canada: Findings of a Prospective, Community-Based Cohort, 2010-2019",rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": true}",YES
SCOPUS_ID:85153606514,SCOPUS_ID:85153606514,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85153610705,SCOPUS_ID:85153610705,10.1016/j.amepre.2023.03.006,Effectiveness of the National Diabetes Prevention Program After Gestational Diabetes,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85163105729,SCOPUS_ID:85163105729,10.1016/j.ypmed.2023.107569,"The need for a personalized, core digital resource to facilitate health self-management",rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85166390788,SCOPUS_ID:85166390788,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85195147269,SCOPUS_ID:85195147269,10.1007/s10654-024-01134-4,Trends in incidence and mortality of early-onset cancer in Germany between 1999 and 2019,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": true}",YES
SCOPUS_ID:85195227201,SCOPUS_ID:85195227201,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85196674298,SCOPUS_ID:85196674298,,,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": false}",NO
SCOPUS_ID:85203007053,SCOPUS_ID:85203007053,10.1016/j.ypmed.2024.108125,Relationship between participation in projects of incentives to promote walking and healthy aging among the older population: A four-year longitudinal study,rerun3,81ef8d9ef044,deepseek-chat,0.1,"{""policy_claim"": true}",YES
